Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                         
    0, 3.444E+00, 9.137E+01, 5.026E+01, 1.423E+02, 1.984E+02, 2.645E+02, 5.815E+01, 1.555E+01, 3.054E+01, 6.066E+01, 8.936E-02, 0.000E+00, 0.000E+00, 9.152E+02
