s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.3746064E+000, 3.7261338E+003,-1.4589971E+003,-4.7781547E+002,-4.2315346E+001, 6.3842197E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7530504E+003, 1.7476443E+003, 6.3006829E-002, 6.3006829E-002
 3.3810456E+000, 3.6769988E+003,-1.4470493E+003,-4.9190215E+002,-4.3984589E+001, 6.5258245E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7517091E+003, 1.6947154E+003, 6.3986002E-002, 6.3986002E-002
 3.3874848E+000, 3.6805120E+003,-1.4600188E+003,-5.0729913E+002,-4.4144628E+001, 6.5489198E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6967308E+003, 1.6697043E+003, 6.3986002E-002, 6.3986002E-002
 3.3939240E+000, 3.6592450E+003,-1.4584993E+003,-5.2517407E+002,-4.7004592E+001, 6.6629323E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6715079E+003, 1.6292334E+003, 6.4519899E-002, 6.4519899E-002
 3.4068024E+000, 3.5575929E+003,-1.4116748E+003,-5.5610177E+002,-4.8277057E+001, 6.7477963E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6110808E+003, 1.5422140E+003, 6.4893745E-002, 6.4893745E-002
 3.4261200E+000, 3.4194665E+003,-1.3699881E+003,-6.0822447E+002,-5.1281986E+001, 6.9574275E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4542062E+003, 1.3906678E+003, 6.5893119E-002, 6.5893119E-002
 3.4383397E+000, 3.2180806E+003,-1.2845053E+003,-6.6812754E+002,-5.5042782E+001, 7.2498397E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2874444E+003, 1.2111300E+003, 6.7456929E-002, 6.7456929E-002
 3.4556811E+000, 3.0244240E+003,-1.2233688E+003,-7.2132906E+002,-5.3901733E+001, 7.5902072E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1164096E+003, 1.0265834E+003, 6.9411176E-002, 6.9411176E-002
 3.4672418E+000, 2.8449841E+003,-1.1441104E+003,-7.7060417E+002,-5.8012172E+001, 7.9006676E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3135640E+002, 8.7304748E+002, 7.1142052E-002, 7.1142052E-002
 3.4845831E+000, 2.6930164E+003,-1.0906398E+003,-8.2160526E+002,-5.9105340E+001, 8.2064066E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9473520E+002, 7.2248665E+002, 7.2843286E-002, 7.2843286E-002
 3.4961438E+000, 2.5051624E+003,-1.0043799E+003,-8.6856631E+002,-6.1329112E+001, 8.5706909E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4486631E+002, 5.7174413E+002, 7.5072146E-002, 7.5072146E-002
 3.5134852E+000, 2.3453279E+003,-9.4422347E+002,-9.2668752E+002,-6.2412709E+001, 8.9083414E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9364138E+002, 4.1289508E+002, 7.7107684E-002, 7.7107684E-002
 3.5250459E+000, 2.1616980E+003,-8.7932708E+002,-1.0029106E+003,-6.5139299E+001, 9.2372068E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1425328E+002, 2.1524476E+002, 7.8943496E-002, 7.8943496E-002
 3.5423872E+000, 2.0230581E+003,-8.0903239E+002,-1.0954207E+003,-6.6308023E+001, 9.5520332E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2985939E+002, 5.3252144E+001, 8.0690762E-002, 8.0690762E-002
 3.5597284E+000, 1.9061576E+003,-7.5463992E+002,-1.2091358E+003,-6.5293712E+001, 9.9649680E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5050641E+001,-1.2191533E+002, 8.3334625E-002, 8.3334625E-002
 3.5724452E+000, 1.8106471E+003,-6.9559466E+002,-1.3063996E+003,-6.4957530E+001, 1.0366445E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0408785E+002,-2.5526806E+002, 8.5833075E-002, 8.5833075E-002
 3.5851622E+000, 1.7221776E+003,-6.6453338E+002,-1.3856562E+003,-6.7562941E+001, 1.0732556E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2411669E+002,-3.9450164E+002, 8.8309645E-002, 8.8309645E-002
 3.6042376E+000, 1.6490833E+003,-6.3905280E+002,-1.5034542E+003,-6.8539476E+001, 1.1143379E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8764312E+002,-5.6084881E+002, 9.1034599E-002, 9.1034599E-002
 3.6175902E+000, 1.6184310E+003,-6.2700622E+002,-1.6056735E+003,-6.9369131E+001, 1.1558432E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2520585E+002,-6.8246199E+002, 9.4101042E-002, 9.4101042E-002
 3.6315789E+000, 1.5813171E+003,-6.0475215E+002,-1.6891793E+003,-7.5119307E+001, 1.1942467E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3423775E+002,-7.8653942E+002, 9.6956420E-002, 9.6956420E-002
 3.6455674E+000, 1.6014552E+003,-6.0276546E+002,-1.7520786E+003,-7.1347022E+001, 1.2189555E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9283959E+002,-8.2351692E+002, 9.9179834E-002, 9.9179834E-002
 3.6665504E+000, 1.6709108E+003,-6.2334928E+002,-1.8364182E+003,-7.2399628E+001, 1.2589664E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2768584E+002,-8.5999727E+002, 1.0241624E-001, 1.0241624E-001
 3.6805389E+000, 1.6848118E+003,-6.4234222E+002,-1.9463607E+003,-7.4140852E+001, 1.3138526E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2385746E+002,-9.7671811E+002, 1.0637314E-001, 1.0637314E-001
 3.6945276E+000, 1.7073851E+003,-6.5095819E+002,-2.0961567E+003,-7.6612433E+001, 1.3405859E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0466408E+003,-1.1150016E+003, 1.0865324E-001, 1.0865324E-001
 3.7085161E+000, 1.7348045E+003,-6.5709653E+002,-2.2401649E+003,-7.8489629E+001, 1.3557936E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1868208E+003,-1.2395908E+003, 1.1004580E-001, 1.1004580E-001
 3.7225046E+000, 1.7715526E+003,-6.5617973E+002,-2.3674339E+003,-7.8117630E+001, 1.3626451E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2948718E+003,-1.3288161E+003, 1.1093054E-001, 1.1093054E-001
 3.7364933E+000, 1.8221829E+003,-6.8407302E+002,-2.4413786E+003,-7.6008371E+001, 1.3684082E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3284160E+003,-1.3779087E+003, 1.1174156E-001, 1.1174156E-001
 3.7504818E+000, 1.8800581E+003,-6.9878745E+002,-2.4581537E+003,-7.3865585E+001, 1.3786189E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3276818E+003,-1.3493700E+003, 1.1272802E-001, 1.1272802E-001
 3.7714648E+000, 1.9419814E+003,-7.2246352E+002,-2.4026284E+003,-7.1352437E+001, 1.3640448E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2635998E+003,-1.2530989E+003, 1.1248884E-001, 1.1248884E-001
 3.7854533E+000, 2.0189879E+003,-7.6039042E+002,-2.3030892E+003,-7.0477351E+001, 1.3367468E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1133766E+003,-1.1136323E+003, 1.1130844E-001, 1.1130844E-001
 3.8008409E+000, 2.0771526E+003,-7.9192762E+002,-2.2012152E+003,-6.7085875E+001, 1.3217826E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0105940E+003,-9.8175432E+002, 1.1080219E-001, 1.1080219E-001
 3.8162284E+000, 2.1242750E+003,-8.0727596E+002,-2.0899307E+003,-6.6264014E+001, 1.2980576E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3762340E+002,-8.3789765E+002, 1.0969434E-001, 1.0969434E-001
 3.8316157E+000, 2.1870755E+003,-8.2817959E+002,-1.9816522E+003,-6.3260791E+001, 1.2722285E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0809021E+002,-6.8474486E+002, 1.0816384E-001, 1.0816384E-001
 3.8470032E+000, 2.2513749E+003,-8.4424169E+002,-1.8748927E+003,-6.0975810E+001, 1.2469627E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5944614E+002,-5.2748836E+002, 1.0651952E-001, 1.0651952E-001
 3.8623908E+000, 2.3466964E+003,-8.8810677E+002,-1.7863855E+003,-5.8849831E+001, 1.2193901E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1153089E+002,-3.8542625E+002, 1.0488114E-001, 1.0488114E-001
 3.8700843E+000, 2.3962443E+003,-9.1407887E+002,-1.7262154E+003,-5.8619346E+001, 1.1990718E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0340013E+002,-3.0147026E+002, 1.0359689E-001, 1.0359689E-001
 3.8854718E+000, 2.4766600E+003,-9.3772592E+002,-1.6799129E+003,-5.7747626E+001, 1.1868324E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1818311E+002,-1.9753959E+002, 1.0277742E-001, 1.0277742E-001
 3.9008594E+000, 2.5278686E+003,-9.4920716E+002,-1.6159853E+003,-5.6474385E+001, 1.1564573E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2103888E+002,-9.2641767E+001, 1.0073803E-001, 1.0073803E-001
 3.9162467E+000, 2.6184787E+003,-1.0021546E+003,-1.5589887E+003,-5.6222605E+001, 1.1273448E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3778879E+001, 2.2400740E+000, 9.8373239E-002, 9.8373239E-002
 3.9324036E+000, 2.7133417E+003,-1.0589118E+003,-1.5091794E+003,-5.6044821E+001, 1.1000242E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1275914E+001, 9.0305712E+001, 9.6251588E-002, 9.6251588E-002
 3.9493299E+000, 2.7552603E+003,-1.0613324E+003,-1.4580644E+003,-5.6814678E+001, 1.0742749E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5303988E+002, 1.8012298E+002, 9.4404766E-002, 9.4404766E-002
 3.9662559E+000, 2.8705798E+003,-1.1111654E+003,-1.4048738E+003,-5.1625789E+001, 1.0551383E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8297087E+002, 3.0396989E+002, 9.2794450E-002, 9.2794450E-002
 3.9831822E+000, 2.9516502E+003,-1.1243847E+003,-1.3435210E+003,-5.1155174E+001, 1.0351735E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0002929E+002, 4.3362441E+002, 9.1340788E-002, 9.1340788E-002
 3.9916453E+000, 3.0271328E+003,-1.1641534E+003,-1.3037382E+003,-5.0684800E+001, 1.0228736E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0773463E+002, 5.0957929E+002, 9.0538600E-002, 9.0538600E-002
 4.0085716E+000, 3.1551743E+003,-1.2054395E+003,-1.2771243E+003,-4.9612650E+001, 1.0032818E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6291435E+002, 6.2400121E+002, 8.8920809E-002, 8.8920809E-002
 4.0254974E+000, 3.2006175E+003,-1.2360364E+003,-1.2656862E+003,-5.0348899E+001, 9.8939159E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8537419E+002, 6.4953547E+002, 8.7843278E-002, 8.7843278E-002
 4.0424237E+000, 3.3395004E+003,-1.2946839E+003,-1.2722117E+003,-5.4013795E+001, 9.6853259E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8563324E+002, 7.1955961E+002, 8.6129991E-002, 8.6129991E-002
 4.0508871E+000, 3.4058357E+003,-1.3093214E+003,-1.2879841E+003,-5.2662060E+001, 9.5502175E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6593895E+002, 7.5682323E+002, 8.4795404E-002, 8.4795404E-002
 4.0668736E+000, 3.5662122E+003,-1.3804138E+003,-1.3031806E+003,-5.2349708E+001, 9.4753115E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9173228E+002, 8.3121568E+002, 8.4339456E-002, 8.4339456E-002
 4.0819201E+000, 3.6546465E+003,-1.4493525E+003,-1.3318148E+003,-5.1313370E+001, 9.3441001E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4333595E+002, 8.2310023E+002, 8.3170894E-002, 8.3170894E-002
 4.0969672E+000, 3.7269674E+003,-1.4552674E+003,-1.3727822E+003,-4.9981522E+001, 9.2581717E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5114629E+002, 8.4986208E+002, 8.2165040E-002, 8.2165040E-002
 4.1120143E+000, 3.7588723E+003,-1.4646979E+003,-1.4338069E+003,-5.0233673E+001, 9.2491651E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2383540E+002, 8.1105878E+002, 8.1679819E-002, 8.1679819E-002
 4.1270609E+000, 3.7781198E+003,-1.4773200E+003,-1.4962048E+003,-5.2833735E+001, 9.2772757E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8753847E+002, 7.5268896E+002, 8.1458628E-002, 8.1458628E-002
 4.1421080E+000, 3.7560658E+003,-1.4671595E+003,-1.5444502E+003,-5.3170658E+001, 9.3565970E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3388444E+002, 6.9222108E+002, 8.1471161E-002, 8.1471161E-002
 4.1571546E+000, 3.8054851E+003,-1.4866288E+003,-1.5767975E+003,-4.9050614E+001, 9.4553626E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9031346E+002, 6.9395369E+002, 8.1823838E-002, 8.1823838E-002
 4.1761522E+000, 3.8822548E+003,-1.5176961E+003,-1.5876954E+003,-4.8975655E+001, 9.5774553E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2082218E+002, 7.2884543E+002, 8.2414731E-002, 8.2414731E-002
 4.1888175E+000, 3.9391984E+003,-1.5440243E+003,-1.5805779E+003,-4.6909553E+001, 9.7189872E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9213488E+002, 7.6865860E+002, 8.2930590E-002, 8.2930590E-002
 4.2014823E+000, 4.0172493E+003,-1.5720423E+003,-1.5569534E+003,-4.4723004E+001, 9.8117968E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3460602E+002, 8.4451180E+002, 8.3232019E-002, 8.3232019E-002
 4.2204800E+000, 4.0799812E+003,-1.5991382E+003,-1.5130620E+003,-4.4156547E+001, 9.9825594E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0316810E+002, 9.2462267E+002, 8.3733175E-002, 8.3733175E-002
 4.2331452E+000, 4.1527219E+003,-1.6255122E+003,-1.4591129E+003,-4.3785530E+001, 1.0183284E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0118029E+003, 1.0253297E+003, 8.4698472E-002, 8.4698472E-002
 4.2458100E+000, 4.2404267E+003,-1.6625490E+003,-1.4128721E+003,-4.4369900E+001, 1.0375123E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1218699E+003, 1.1216731E+003, 8.5651719E-002, 8.5651719E-002
 4.2648077E+000, 4.2676202E+003,-1.6657718E+003,-1.3692497E+003,-4.0525313E+001, 1.0589774E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1855038E+003, 1.1931324E+003, 8.6727438E-002, 8.6727438E-002
 4.2774725E+000, 4.2938984E+003,-1.6592530E+003,-1.3372184E+003,-4.3130460E+001, 1.0848057E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2589280E+003, 1.2553814E+003, 8.8117161E-002, 8.8117161E-002
 4.2901378E+000, 4.3021257E+003,-1.6641019E+003,-1.3324854E+003,-4.0186996E+001, 1.1073685E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2685387E+003, 1.2664588E+003, 8.9216865E-002, 8.9216865E-002
 4.3091354E+000, 4.3189306E+003,-1.6596371E+003,-1.3421221E+003,-4.3105072E+001, 1.1450821E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2903228E+003, 1.2752114E+003, 9.1395398E-002, 9.1395398E-002
 4.3218002E+000, 4.3249752E+003,-1.6660444E+003,-1.3554279E+003,-4.3993182E+001, 1.1934685E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2831583E+003, 1.2607032E+003, 9.3987617E-002, 9.3987617E-002
 4.3407979E+000, 4.3133057E+003,-1.6530419E+003,-1.3684952E+003,-4.0477309E+001, 1.2165113E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2515323E+003, 1.2525079E+003, 9.5449251E-002, 9.5449251E-002
 4.3534632E+000, 4.3655526E+003,-1.6854206E+003,-1.3752735E+003,-4.0049950E+001, 1.2346126E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2637290E+003, 1.2660431E+003, 9.6406067E-002, 9.6406067E-002
 4.3661280E+000, 4.3528820E+003,-1.6895718E+003,-1.3826809E+003,-4.0811549E+001, 1.2614358E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2444137E+003, 1.2410792E+003, 9.7941834E-002, 9.7941834E-002
 4.3851256E+000, 4.3654887E+003,-1.6981619E+003,-1.3903457E+003,-3.7729607E+001, 1.2813126E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2511458E+003, 1.2405328E+003, 9.9187464E-002, 9.9187464E-002
 4.3977909E+000, 4.3602585E+003,-1.6988368E+003,-1.3855741E+003,-3.7485271E+001, 1.2869913E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2720366E+003, 1.2396493E+003, 9.9600523E-002, 9.9600523E-002
 4.4104557E+000, 4.3355587E+003,-1.6791884E+003,-1.3806696E+003,-3.9347620E+001, 1.2922520E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2297183E+003, 1.2376454E+003, 9.9943251E-002, 9.9943251E-002
 4.4294534E+000, 4.3144260E+003,-1.6528460E+003,-1.3730844E+003,-3.7944375E+001, 1.2948882E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2664638E+003, 1.2518462E+003, 1.0023521E-001, 1.0023521E-001
 4.4421186E+000, 4.3277101E+003,-1.6372831E+003,-1.3616765E+003,-3.7246280E+001, 1.2946560E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2712474E+003, 1.2927989E+003, 1.0022709E-001, 1.0022709E-001
 4.4611158E+000, 4.3379359E+003,-1.6541880E+003,-1.3496349E+003,-3.9756909E+001, 1.2961111E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3051174E+003, 1.2956522E+003, 1.0051071E-001, 1.0051071E-001
 4.4737811E+000, 4.3231191E+003,-1.6910570E+003,-1.3340555E+003,-3.8468049E+001, 1.2903587E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2977231E+003, 1.2608290E+003, 1.0046185E-001, 1.0046185E-001
 4.4864459E+000, 4.2880676E+003,-1.6601762E+003,-1.3185869E+003,-4.2300573E+001, 1.2927607E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2821368E+003, 1.2682967E+003, 1.0046887E-001, 1.0046887E-001
 4.5067101E+000, 4.3263052E+003,-1.6806491E+003,-1.3024365E+003,-4.1955565E+001, 1.2935681E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3146159E+003, 1.3025576E+003, 1.0063279E-001, 1.0063279E-001
 4.5206418E+000, 4.3324648E+003,-1.6913351E+003,-1.2854142E+003,-4.3133458E+001, 1.2829273E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2807119E+003, 1.3138650E+003, 9.9892225E-002, 9.9892225E-002
 4.5345736E+000, 4.3860409E+003,-1.7152263E+003,-1.2862984E+003,-4.5941382E+001, 1.2863751E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3527224E+003, 1.3398612E+003, 1.0008808E-001, 1.0008808E-001
 4.5485048E+000, 4.5074859E+003,-1.7770155E+003,-1.2909744E+003,-4.5505050E+001, 1.2779598E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3690317E+003, 1.3952689E+003, 9.9739688E-002, 9.9739688E-002
 4.5624366E+000, 4.5142858E+003,-1.7872127E+003,-1.3151161E+003,-4.7945717E+001, 1.2727077E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3790751E+003, 1.3652840E+003, 9.9155808E-002, 9.9155808E-002
 4.5763679E+000, 4.6016961E+003,-1.8225933E+003,-1.3642255E+003,-4.8133060E+001, 1.2740342E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3873578E+003, 1.3680182E+003, 9.8978394E-002, 9.8978394E-002
 4.5902996E+000, 4.5944383E+003,-1.8118228E+003,-1.4229045E+003,-4.8005418E+001, 1.2737203E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3227745E+003, 1.3129793E+003, 9.8840768E-002, 9.8840768E-002
 4.6111970E+000, 4.6639756E+003,-1.8362001E+003,-1.5010759E+003,-5.0550408E+001, 1.2784052E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2694799E+003, 1.2774276E+003, 9.9200755E-002, 9.9200755E-002
 4.6251283E+000, 4.7563078E+003,-1.8705902E+003,-1.5574021E+003,-5.1616825E+001, 1.2780366E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2912130E+003, 1.2779767E+003, 9.9377825E-002, 9.9377825E-002
 4.6390600E+000, 4.8069920E+003,-1.9010840E+003,-1.5889055E+003,-5.0401015E+001, 1.2762693E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2787328E+003, 1.2678777E+003, 9.9398438E-002, 9.9398438E-002
 4.6529918E+000, 4.8888729E+003,-1.9314976E+003,-1.6228480E+003,-5.2017753E+001, 1.2714286E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2705815E+003, 1.2837809E+003, 9.9143033E-002, 9.9143033E-002
 4.6669230E+000, 4.8334428E+003,-1.9293693E+003,-1.6642926E+003,-5.6204632E+001, 1.2664197E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2383351E+003, 1.1848426E+003, 9.9000734E-002, 9.9000734E-002
 4.6808548E+000, 4.7542280E+003,-1.8879066E+003,-1.7273644E+003,-5.7135509E+001, 1.2613903E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1214866E+003, 1.0830829E+003, 9.8893320E-002, 9.8893320E-002
 4.7017522E+000, 4.7103187E+003,-1.8155343E+003,-1.8438571E+003,-5.8621894E+001, 1.2495177E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0264299E+003, 9.9355492E+002, 9.8415541E-002, 9.8415541E-002
 4.7156835E+000, 4.6974452E+003,-1.8038203E+003,-1.9733964E+003,-6.2413135E+001, 1.2441606E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8258065E+002, 8.5905950E+002, 9.7837969E-002, 9.7837969E-002
 4.7296152E+000, 4.6942147E+003,-1.8094954E+003,-2.0717499E+003,-6.6539187E+001, 1.2419851E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8138256E+002, 7.4767223E+002, 9.7566337E-002, 9.7566337E-002
 4.7435470E+000, 4.6632976E+003,-1.8217000E+003,-2.1445010E+003,-6.8127094E+001, 1.2387387E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9934752E+002, 6.3020825E+002, 9.7494393E-002, 9.7494393E-002
 4.7574782E+000, 4.6480895E+003,-1.8233678E+003,-2.1949718E+003,-6.9061688E+001, 1.2321005E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9238858E+002, 5.6192025E+002, 9.7069723E-002, 9.7069723E-002
 4.7760472E+000, 4.6116297E+003,-1.8092730E+003,-2.2274097E+003,-7.1770880E+001, 1.2277531E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3969010E+002, 5.0440383E+002, 9.6691153E-002, 9.6691153E-002
 4.7890453E+000, 4.4934729E+003,-1.7453881E+003,-2.2475495E+003,-7.3519919E+001, 1.2224676E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5754017E+002, 4.2823778E+002, 9.6427498E-002, 9.6427498E-002
 4.8026624E+000, 4.4259217E+003,-1.7461464E+003,-2.2593926E+003,-7.6482622E+001, 1.2175871E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9834725E+002, 3.4511770E+002, 9.6119934E-002, 9.6119934E-002
 4.8162794E+000, 4.2722752E+003,-1.6736954E+003,-2.2717935E+003,-7.5835661E+001, 1.2209328E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1408298E+002, 2.5217157E+002, 9.6121255E-002, 9.6121255E-002
 4.8367052E+000, 4.1004628E+003,-1.6201730E+003,-2.2707800E+003,-7.7873793E+001, 1.2375142E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1763862E+002, 1.3287354E+002, 9.7123906E-002, 9.7123906E-002
 4.8503222E+000, 3.9228737E+003,-1.5398298E+003,-2.2475209E+003,-7.8972430E+001, 1.2566100E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1051854E+002, 5.7807191E+001, 9.8203453E-002, 9.8203453E-002
 4.8639393E+000, 3.7831790E+003,-1.4952280E+003,-2.2232969E+003,-8.1141909E+001, 1.2698056E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4912321E+001,-1.5218062E+001, 9.8672225E-002, 9.8672225E-002
 4.8775563E+000, 3.6644694E+003,-1.4365002E+003,-2.1981580E+003,-8.5349557E+001, 1.2919535E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7699425E+000,-5.4246380E+001, 9.9615766E-002, 9.9615766E-002
 4.8911734E+000, 3.5619874E+003,-1.3832229E+003,-2.1781221E+003,-8.7368945E+001, 1.3063506E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1984415E+001,-8.5420229E+001, 1.0006167E-001, 1.0006167E-001
 4.9115992E+000, 3.4825529E+003,-1.3526078E+003,-2.1691764E+003,-9.1034497E+001, 1.3219283E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1507091E+001,-1.2894387E+002, 1.0030989E-001, 1.0030989E-001
 4.9252162E+000, 3.4473883E+003,-1.3380228E+003,-2.1804817E+003,-9.0953658E+001, 1.3449616E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2441324E+002,-1.6072494E+002, 1.0110266E-001, 1.0110266E-001
