s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.1730511E+001, 2.4932231E+004,-7.7175833E+003,-1.2500899E+004,-4.5162012E+001, 9.7321640E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7656956E+003, 4.6783187E+003, 4.2383660E-001, 4.2383660E-001
 1.1745026E+001, 2.0954935E+004,-6.7018577E+003,-1.5475693E+004,-5.3353042E+001, 9.2460550E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6399740E+002,-1.2667227E+003, 4.0096371E-001, 4.0096371E-001
 1.1760701E+001, 1.7030302E+004,-5.0694857E+003,-1.7614639E+004,-5.6493373E+001, 1.0087647E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5797135E+003,-5.7002292E+003, 4.4316935E-001, 4.4316935E-001
 1.1775071E+001, 1.3483979E+004,-3.8224702E+003,-1.7378096E+004,-7.1626764E+001, 1.0957022E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.6982515E+003,-7.7772565E+003, 4.9246880E-001, 4.9246880E-001
 1.1790718E+001, 1.2946738E+004,-3.5139508E+003,-1.6087931E+004,-6.7711431E+001, 1.0684695E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7573253E+003,-6.7121714E+003, 4.9304978E-001, 4.9304978E-001
 1.1805647E+001, 1.3953142E+004,-3.8767364E+003,-1.2561519E+004,-4.7109366E+001, 1.0582448E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6499275E+003,-2.5216400E+003, 4.8115201E-001, 4.8115201E-001
 1.1820411E+001, 1.5551108E+004,-4.2084583E+003,-1.0768245E+004,-3.9184869E+001, 1.0016525E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5235214E+002, 5.4523629E+002, 4.2381165E-001, 4.2381165E-001
 1.1835655E+001, 1.6681608E+004,-4.6269395E+003,-1.1932181E+004,-4.0339319E+001, 1.0427500E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4334286E+002, 9.2575262E+001, 4.4186977E-001, 4.4186977E-001
 1.1850138E+001, 1.6425913E+004,-4.6170349E+003,-1.1538885E+004,-4.5324722E+001, 1.0535771E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5874777E+002, 2.3520487E+002, 4.4394090E-001, 4.4394090E-001
 1.1865383E+001, 1.8931144E+004,-5.0538551E+003,-1.1995748E+004,-3.9185830E+001, 9.8230951E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7388551E+003, 1.8521787E+003, 4.1172218E-001, 4.1172218E-001
 1.1880628E+001, 2.2066524E+004,-6.0355058E+003,-1.2260897E+004,-3.9126389E+001, 9.0790929E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7069933E+003, 3.7400740E+003, 3.7683327E-001, 3.7683327E-001
 1.1895110E+001, 2.1553304E+004,-6.5501996E+003,-1.1283561E+004,-3.6591594E+001, 9.1682080E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7942957E+003, 3.6921198E+003, 3.7539223E-001, 3.7539223E-001
 1.1910615E+001, 1.8428409E+004,-5.9578813E+003,-1.1345097E+004,-4.0171040E+001, 9.7913784E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3667638E+003, 1.0950512E+003, 3.9930321E-001, 3.9930321E-001
 1.1925069E+001, 1.6331325E+004,-5.1646470E+003,-1.6416435E+004,-5.1951688E+001, 1.0240651E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2447074E+003,-5.2914678E+003, 4.2495176E-001, 4.2495176E-001
 1.1940743E+001, 1.6196994E+004,-4.2280439E+003,-1.7197116E+004,-5.1196020E+001, 1.0203030E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.2789381E+003,-5.2691597E+003, 4.1110682E-001, 4.1110682E-001
 1.1955672E+001, 1.5389280E+004,-3.6415102E+003,-1.5489359E+004,-4.8107803E+001, 1.0777419E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7894261E+003,-3.7789188E+003, 4.3612959E-001, 4.3612959E-001
 1.1970452E+001, 1.5266334E+004,-3.8700530E+003,-1.2104160E+004,-4.3404041E+001, 9.9787160E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.2258314E+002,-7.4130481E+002, 4.0566901E-001, 4.0566901E-001
 1.1985231E+001, 1.8607706E+004,-4.8295193E+003,-1.1192867E+004,-3.9290385E+001, 9.1136268E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4705925E+003, 2.5551425E+003, 3.7058348E-001, 3.7058348E-001
 1.2000649E+001, 2.0646397E+004,-5.3816233E+003,-1.0578649E+004,-3.8794388E+001, 8.8385205E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6465271E+003, 4.6561685E+003, 3.5648940E-001, 3.5648940E-001
 1.2015398E+001, 2.1103714E+004,-5.5115677E+003,-1.1946419E+004,-4.4035606E+001, 9.1331559E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6730939E+003, 3.6108253E+003, 3.6300573E-001, 3.6300573E-001
 1.2030148E+001, 2.1130507E+004,-5.7488418E+003,-1.2833706E+004,-5.4172594E+001, 9.6648036E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6260950E+003, 2.5034520E+003, 3.7790261E-001, 3.7790261E-001
 1.2045634E+001, 1.8905536E+004,-5.4582054E+003,-1.5951716E+004,-6.2475707E+001, 1.0384303E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4863797E+003,-2.5564775E+003, 4.0321608E-001, 4.0321608E-001
 1.2060383E+001, 1.8362450E+004,-4.6537095E+003,-1.2073319E+004,-5.1598252E+001, 1.0420307E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5330122E+003, 1.5942441E+003, 4.0844251E-001, 4.0844251E-001
 1.2075132E+001, 1.9004424E+004,-4.7012399E+003,-1.6099662E+004,-4.9341878E+001, 1.0248058E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6875804E+003,-1.8355718E+003, 4.0814184E-001, 4.0814184E-001
 1.2090619E+001, 1.9127183E+004,-5.0008665E+003,-1.5359641E+004,-5.6966451E+001, 9.7482297E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3999846E+003,-1.2805433E+003, 3.8750809E-001, 3.8750809E-001
 1.2105737E+001, 1.8827570E+004,-5.2547227E+003,-1.0976290E+004,-7.1811305E+001, 1.0302719E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6290591E+003, 2.5350487E+003, 4.0477311E-001, 4.0477311E-001
 1.2120338E+001, 1.6050507E+004,-4.6980543E+003,-1.3063167E+004,-7.1647693E+001, 1.0396132E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4280530E+003,-1.7719657E+003, 4.0761792E-001, 4.0761792E-001
 1.2135751E+001, 1.4898193E+004,-3.8824719E+003,-1.3581023E+004,-6.6631827E+001, 1.0466854E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6860678E+003,-2.6214668E+003, 4.0768190E-001, 4.0768190E-001
 1.2150352E+001, 1.7788704E+004,-4.1252464E+003,-1.5530678E+004,-5.0899398E+001, 1.1120362E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0403940E+003,-1.9069989E+003, 4.2439930E-001, 4.2439930E-001
 1.2165572E+001, 2.2353070E+004,-5.4419229E+003,-1.5199953E+004,-4.6419506E+001, 1.2260663E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6095911E+003, 1.6770355E+003, 4.9110131E-001, 4.9110131E-001
 1.2180585E+001, 2.4177452E+004,-6.2844263E+003,-1.2414666E+004,-4.8735355E+001, 1.1653532E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4918603E+003, 5.4412774E+003, 4.7404567E-001, 4.7404567E-001
 1.2195597E+001, 2.2109855E+004,-5.6759542E+003,-1.2076024E+004,-7.4009561E+001, 1.0992047E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4926518E+003, 4.2948588E+003, 4.4550184E-001, 4.4550184E-001
 1.2210608E+001, 1.9614820E+004,-5.0930104E+003,-1.2728915E+004,-9.8211063E+001, 1.0079880E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9572563E+003, 1.7047635E+003, 4.2005780E-001, 4.2005780E-001
 1.2225192E+001, 1.8606938E+004,-5.0001373E+003,-1.8228359E+004,-1.3538908E+002, 9.7775084E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6398901E+003,-4.7471692E+003, 4.1885735E-001, 4.1885735E-001
 1.2240493E+001, 1.8234981E+004,-5.0747720E+003,-1.6130257E+004,-9.1629199E+001, 9.6493539E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0647568E+003,-3.0520276E+003, 4.1701849E-001, 4.1701849E-001
 1.2255217E+001, 1.7513530E+004,-4.9444257E+003,-1.2974687E+004,-5.1218436E+001, 9.5037527E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0184232E+002,-4.4729716E+002, 4.0834024E-001, 4.0834024E-001
 1.2270150E+001, 1.7609347E+004,-5.0132067E+003,-1.2055388E+004,-4.0273007E+001, 9.6792656E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3041798E+002, 5.1015804E+002, 4.2824181E-001, 4.2824181E-001
 1.2285575E+001, 1.8877968E+004,-5.1593835E+003,-1.3768748E+004,-4.0772561E+001, 1.0212110E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7999903E+001,-8.0724354E+001, 4.3049418E-001, 4.3049418E-001
 1.2300229E+001, 1.5917504E+004,-4.0883269E+003,-1.3074908E+004,-4.0560916E+001, 1.0937886E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1203733E+003,-1.2753533E+003, 4.5525104E-001, 4.5525104E-001
 1.2315654E+001, 1.2961608E+004,-3.3167644E+003,-1.4356868E+004,-4.2199751E+001, 1.1783843E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6089860E+003,-4.7424404E+003, 4.8919360E-001, 4.8919360E-001
 1.2330076E+001, 1.3053272E+004,-3.5562086E+003,-1.4845958E+004,-3.7153504E+001, 1.2038236E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4780057E+003,-5.3740106E+003, 5.1197058E-001, 5.1197058E-001
 1.2345057E+001, 1.4971615E+004,-4.1152277E+003,-1.2592281E+004,-3.2569794E+001, 1.1464776E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9325259E+003,-1.7569985E+003, 4.8880136E-001, 4.8880136E-001
 1.2360222E+001, 1.8607935E+004,-4.6748651E+003,-1.1729587E+004,-3.2977649E+001, 1.0546647E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0330208E+003, 2.1810526E+003, 4.3247372E-001, 4.3247372E-001
 1.2375373E+001, 1.9988348E+004,-5.1596543E+003,-1.0066327E+004,-4.0222397E+001, 1.0750805E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7639722E+003, 4.7328945E+003, 4.4365597E-001, 4.4365597E-001
 1.2390525E+001, 1.9589136E+004,-5.5267303E+003,-1.2071655E+004,-4.3703863E+001, 1.0919454E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0260205E+003, 1.9579664E+003, 4.5354507E-001, 4.5354507E-001
 1.2405677E+001, 2.1350717E+004,-5.8177868E+003,-1.3757072E+004,-4.4000864E+001, 1.0862121E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7083906E+003, 1.7427199E+003, 4.4594523E-001, 4.4594523E-001
 1.2420107E+001, 2.1468719E+004,-5.7567947E+003,-1.3357923E+004,-4.7330821E+001, 1.0412650E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3666191E+003, 2.3170829E+003, 4.2410171E-001, 4.2410171E-001
 1.2435183E+001, 2.3313234E+004,-6.0340183E+003,-1.3639191E+004,-5.2428430E+001, 1.0088689E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5328563E+003, 3.5976856E+003, 4.1876852E-001, 4.1876852E-001
 1.2450109E+001, 2.5116207E+004,-6.7264631E+003,-1.5672835E+004,-5.0242141E+001, 9.9701703E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6905804E+003, 2.6766371E+003, 4.0689402E-001, 4.0689402E-001
 1.2465360E+001, 2.5943356E+004,-7.2706808E+003,-1.6200842E+004,-5.2339152E+001, 9.9554069E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4931352E+003, 2.4294493E+003, 4.1003736E-001, 4.1003736E-001
 1.2480351E+001, 2.0697507E+004,-6.2685288E+003,-1.5510824E+004,-5.9947899E+001, 1.0483394E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1039655E+002,-1.1313104E+003, 4.3740782E-001, 4.3740782E-001
 1.2495342E+001, 1.5947110E+004,-4.9396017E+003,-1.8058906E+004,-6.6862492E+001, 1.0646433E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0561308E+003,-7.1076139E+003, 4.5277510E-001, 4.5277510E-001
 1.2510334E+001, 1.5155972E+004,-4.4092226E+003,-1.4902794E+004,-6.1253388E+001, 1.0174822E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2020470E+003,-4.2071240E+003, 4.3712025E-001, 4.3712025E-001
 1.2525254E+001, 1.5144401E+004,-4.0711166E+003,-1.8247322E+004,-5.6137236E+001, 9.6695555E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2313954E+003,-7.2205049E+003, 4.1086539E-001, 4.1086539E-001
 1.2540174E+001, 1.5566953E+004,-4.0568891E+003,-1.3741906E+004,-4.4475170E+001, 9.7192475E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4088977E+003,-2.2665982E+003, 4.0263967E-001, 4.0263967E-001
 1.2555094E+001, 1.6943280E+004,-4.3761473E+003,-1.1451885E+004,-5.2736221E+001, 1.0207903E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0482338E+003, 1.0727190E+003, 4.1599543E-001, 4.1599543E-001
 1.2570014E+001, 1.6238654E+004,-4.5518416E+003,-1.0453897E+004,-4.4999600E+001, 1.0651772E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2654728E+003, 1.1985675E+003, 4.2766580E-001, 4.2766580E-001
 1.2585719E+001, 1.7415989E+004,-4.8489680E+003,-1.0748858E+004,-4.7415069E+001, 1.1044219E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7633831E+003, 1.7817919E+003, 4.5314978E-001, 4.5314978E-001
 1.2600639E+001, 1.7521169E+004,-5.1168746E+003,-1.3533945E+004,-6.3397661E+001, 1.1451424E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0070204E+003,-1.1815978E+003, 4.7177105E-001, 4.7177105E-001
 1.2615560E+001, 1.5848460E+004,-4.2210228E+003,-1.4468516E+004,-5.3947397E+001, 1.0987288E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8825385E+003,-2.8840390E+003, 4.4475966E-001, 4.4475966E-001
 1.2630479E+001, 1.6653527E+004,-3.7596983E+003,-1.2212318E+004,-3.7785289E+001, 1.0908458E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0602546E+002, 6.5463386E+002, 4.6315363E-001, 4.6315363E-001
 1.2645399E+001, 1.9188286E+004,-4.3502839E+003,-1.2813500E+004,-3.1297250E+001, 9.9550570E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9032337E+003, 2.0031601E+003, 4.2178671E-001, 4.2178671E-001
 1.2660059E+001, 2.3137930E+004,-5.5376169E+003,-1.2552081E+004,-2.9944147E+001, 1.0089014E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9240402E+003, 5.0283766E+003, 4.1754317E-001, 4.1754317E-001
 1.2675098E+001, 2.5063269E+004,-6.8462451E+003,-1.1193963E+004,-3.4073835E+001, 1.0583125E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0316528E+003, 6.9995700E+003, 4.2925237E-001, 4.2925237E-001
 1.2690137E+001, 2.5449630E+004,-7.1272561E+003,-1.3477279E+004,-4.4113042E+001, 1.1211200E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8632342E+003, 4.8121928E+003, 4.8307621E-001, 4.8307621E-001
 1.2705175E+001, 2.4120964E+004,-7.0947014E+003,-1.3239891E+004,-5.7860518E+001, 1.0840644E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8481780E+003, 3.7393526E+003, 4.7768852E-001, 4.7768852E-001
 1.2720673E+001, 2.0652500E+004,-6.3296590E+003,-1.6279455E+004,-6.5188173E+001, 1.0288527E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7165564E+003,-2.0115136E+003, 4.6171023E-001, 4.6171023E-001
 1.2735491E+001, 1.8389854E+004,-5.3840709E+003,-1.9952221E+004,-6.8181681E+001, 9.8877255E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.9883897E+003,-7.0047327E+003, 4.3638572E-001, 4.3638572E-001
 1.2750309E+001, 1.8313843E+004,-5.0163526E+003,-1.6875421E+004,-5.1163454E+001, 1.0733896E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6861695E+003,-3.6183605E+003, 4.4687187E-001, 4.4687187E-001
 1.2765127E+001, 1.7225034E+004,-4.7488550E+003,-1.5337481E+004,-4.9665942E+001, 1.1858938E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8756732E+003,-2.8991084E+003, 5.3487703E-001, 5.3487703E-001
 1.2780685E+001, 1.7886076E+004,-4.4020782E+003,-1.2361990E+004,-5.2683772E+001, 1.1915030E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4443315E+002, 1.0812389E+003, 5.0575304E-001, 5.0575304E-001
 1.2795504E+001, 1.7204796E+004,-3.9896758E+003,-1.2161587E+004,-6.0526195E+001, 1.1259222E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1193925E+003, 1.0042660E+003, 4.7373565E-001, 4.7373565E-001
 1.2810766E+001, 1.6954266E+004,-4.0656356E+003,-1.5218313E+004,-5.4062352E+001, 1.0212703E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3199286E+003,-2.3735322E+003, 4.2140653E-001, 4.2140653E-001
 1.2825436E+001, 1.7048623E+004,-4.5899241E+003,-1.1323758E+004,-4.9075810E+001, 1.0373596E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4974588E+002, 1.0962387E+003, 4.1669290E-001, 4.1669290E-001
 1.2840105E+001, 1.9489983E+004,-5.2078932E+003,-1.1430035E+004,-5.1603480E+001, 1.1215141E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9068732E+003, 2.8116665E+003, 4.6152280E-001, 4.6152280E-001
 1.2855141E+001, 2.0403378E+004,-5.4260900E+003,-1.4185019E+004,-5.5267919E+001, 1.0783663E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5852757E+002, 7.4778477E+002, 4.3441114E-001, 4.3441114E-001
 1.2870359E+001, 2.1983618E+004,-5.9029192E+003,-1.2609206E+004,-5.4402924E+001, 1.0016581E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3581485E+003, 3.4271070E+003, 4.1048342E-001, 4.1048342E-001
 1.2885639E+001, 2.3377495E+004,-6.4726023E+003,-1.4484268E+004,-5.9338698E+001, 9.4894834E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5429294E+003, 2.3707758E+003, 3.8660771E-001, 3.8660771E-001
 1.2900398E+001, 2.1697265E+004,-5.7510917E+003,-1.5414935E+004,-4.6269483E+001, 9.6079906E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3587093E+002, 4.9457610E+002, 3.8362295E-001, 3.8362295E-001
 1.2915157E+001, 1.7725795E+004,-4.4789449E+003,-1.6774826E+004,-5.0593733E+001, 1.0664003E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4958676E+003,-3.5679065E+003, 4.3074258E-001, 4.3074258E-001
 1.2930263E+001, 1.8080355E+004,-4.5166215E+003,-1.6071125E+004,-6.2927594E+001, 1.1487452E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6080712E+003,-2.5588315E+003, 4.5132072E-001, 4.5132072E-001
 1.2945016E+001, 1.9447009E+004,-5.0709486E+003,-1.4362544E+004,-7.1532808E+001, 1.1864189E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2529034E+002,-4.6152272E+001, 4.6411683E-001, 4.6411683E-001
 1.2960555E+001, 2.1671729E+004,-5.5030720E+003,-1.4985342E+004,-5.6642168E+001, 1.1466127E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0372907E+003, 1.1381385E+003, 4.5339961E-001, 4.5339961E-001
 1.2975073E+001, 2.5154216E+004,-6.6438282E+003,-1.3720506E+004,-4.6801161E+001, 1.1056154E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7611331E+003, 4.7541374E+003, 4.5573685E-001, 4.5573685E-001
 1.2990282E+001, 2.6006021E+004,-7.0565957E+003,-1.4046524E+004,-4.3405812E+001, 1.1097596E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8767587E+003, 4.8705932E+003, 4.6578924E-001, 4.6578924E-001
 1.3005491E+001, 2.5905103E+004,-7.0385585E+003,-1.5245907E+004,-6.1439014E+001, 1.1225541E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7602250E+003, 3.5704246E+003, 4.9035522E-001, 4.9035522E-001
 1.3020009E+001, 2.1904422E+004,-6.1118980E+003,-1.6000554E+004,-6.3255337E+001, 1.1771729E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0351867E+002,-2.5951390E+002, 5.0167979E-001, 5.0167979E-001
 1.3035288E+001, 2.1115829E+004,-5.4851938E+003,-2.2291692E+004,-8.1309955E+001, 1.1030389E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6185227E+003,-6.7313364E+003, 4.4729291E-001, 4.4729291E-001
 1.3050497E+001, 1.9515080E+004,-5.1943639E+003,-1.8797027E+004,-8.8593833E+001, 1.0356194E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5960076E+003,-4.5545486E+003, 4.2226893E-001, 4.2226893E-001
 1.3065706E+001, 1.9532340E+004,-5.2169112E+003,-1.3926238E+004,-6.4386652E+001, 9.5130758E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6817408E+002, 3.3431651E+002, 3.8677984E-001, 3.8677984E-001
 1.3080410E+001, 2.2276361E+004,-6.4336722E+003,-1.4623141E+004,-5.5053696E+001, 9.9399094E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2422037E+003, 1.1744347E+003, 4.0311592E-001, 4.0311592E-001
 1.3095286E+001, 2.2891264E+004,-6.8362701E+003,-1.7076212E+004,-4.9268471E+001, 1.1135995E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0731294E+003,-1.0593508E+003, 4.5143313E-001, 4.5143313E-001
 1.3110163E+001, 1.9583568E+004,-5.9617100E+003,-1.6638212E+004,-5.5032859E+001, 1.1275959E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8032939E+003,-3.0601106E+003, 4.5941710E-001, 4.5941710E-001
 1.3125127E+001, 1.4337971E+004,-4.3565919E+003,-1.4947568E+004,-4.5766025E+001, 1.1412751E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.9212112E+003,-5.0005428E+003, 4.6401094E-001, 4.6401094E-001
 1.3140673E+001, 1.3933420E+004,-3.7855313E+003,-1.7094712E+004,-4.2521369E+001, 1.0916978E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.0269215E+003,-6.9784283E+003, 4.3939520E-001, 4.3939520E-001
 1.3155400E+001, 1.5623876E+004,-3.7700857E+003,-1.4365811E+004,-4.0488674E+001, 1.0902665E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6847402E+003,-2.5416066E+003, 4.3116185E-001, 4.3116185E-001
 1.3170533E+001, 1.6330190E+004,-3.8167497E+003,-1.2291302E+004,-4.9883296E+001, 1.1580278E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2721793E+002, 1.8383568E+002, 4.8619953E-001, 4.8619953E-001
 1.3185476E+001, 1.5862172E+004,-3.9357087E+003,-9.9243852E+003,-5.1322230E+001, 1.1307157E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0103041E+003, 1.9620632E+003, 4.9272771E-001, 4.9272771E-001
 1.3200052E+001, 1.6949875E+004,-4.1295111E+003,-9.3124017E+003,-4.4175954E+001, 1.0947559E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4181794E+003, 3.4747334E+003, 4.8306985E-001, 4.8306985E-001
 1.3215437E+001, 1.9136646E+004,-4.3147836E+003,-1.2444287E+004,-4.7021075E+001, 1.0656166E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3992283E+003, 2.3412109E+003, 4.6378589E-001, 4.6378589E-001
 1.3230633E+001, 2.0194826E+004,-5.0498014E+003,-1.1041600E+004,-5.9391526E+001, 1.0514250E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0206376E+003, 4.0545477E+003, 4.5058053E-001, 4.5058053E-001
 1.3245162E+001, 1.9985862E+004,-5.7766865E+003,-1.2170131E+004,-6.3451658E+001, 1.0735508E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0751409E+003, 1.9863278E+003, 4.4499179E-001, 4.4499179E-001
 1.3260201E+001, 2.0349229E+004,-6.0463273E+003,-1.0792344E+004,-3.9772640E+001, 1.0509275E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4859133E+003, 3.4812942E+003, 4.2965599E-001, 4.2965599E-001
 1.3275384E+001, 1.9777990E+004,-6.0815858E+003,-1.1526338E+004,-3.5257822E+001, 1.0065968E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3748766E+003, 2.1448746E+003, 4.0776039E-001, 4.0776039E-001
 1.3290284E+001, 1.9016362E+004,-5.6568461E+003,-1.4520370E+004,-4.3089997E+001, 1.0008931E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0829122E+003,-1.1939345E+003, 4.0021888E-001, 4.0021888E-001
 1.3305318E+001, 1.9112981E+004,-5.2166952E+003,-1.6162076E+004,-4.2142826E+001, 1.0277062E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2521392E+003,-2.2976559E+003, 4.0883387E-001, 4.0883387E-001
